Symbol,Name,Market Cap,Country,IPO Year,Volume,Sector,Industry
GRFX,Graphex Group Limited American Depositary Shares each American Depositary Share representing 20 Ordinary Shares,191018703,,2022,164982,,
GRI,GRI Bio Inc. Common Stock,1693819,United States,2021,23002,Health Care,Biotechnology: Pharmaceutical Preparations
GRIN,Grindrod Shipping Holdings Ltd. Ordinary Shares,269102015,Singapore,,14245,Consumer Discretionary,Marine Transportation
GRMN,Garmin Ltd. Common Stock (Switzerland),27163353344,Switzerland,2000,899676,Industrials,Industrial Machinery/Components
GRND,Grindr Inc. Common Stock,1755837467,Singapore,2021,279878,Technology,Computer Software: Prepackaged Software
GRNQ,Greenpro Capital Corp. Common Stock,9319608,China,,3793,Consumer Discretionary,Professional Services
GRNT,Granite Ridge Resources Inc. Common Stock,862268386,United States,2022,224023,Finance,Blank Checks
GROM,Grom Social Enterprises Inc. Common Stock,1316674,United States,,109395,Technology,Computer Software: Programming Data Processing
GROMW,Grom Social Enterprises Inc. Warrants,2400948,United States,,2,Technology,Computer Software: Programming Data Processing
GROV,Grove Collaborative Holdings Inc. Class A Common Stock,54971880,,2021,128990,Consumer Discretionary,Package Goods/Cosmetics
GROW,U.S. Global Investors Inc. Class A Common Stock,39415806,United States,,15062,Finance,Investment Managers
GROY,Gold Royalty Corp. Common Shares,282692056,Canada,2021,573959,,
GRPN,Groupon Inc. Common Stock,389703200,United States,2011,1415252,Consumer Discretionary,Advertising
GRRR,Gorilla Technology Group Inc. Ordinary shares,36716927,Taiwan,,674878,Technology,Computer Software: Prepackaged Software
GRRRW,Gorilla Technology Group Inc. Warrant,3920651,Taiwan,,13517,Technology,Computer Software: Prepackaged Software
GRTS,Gritstone bio Inc. Common Stock,72460667,United States,2018,5700941,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GRTX,Galera Therapeutics Inc. Common Stock,8316563,United States,2019,591227,Health Care,Biotechnology: Pharmaceutical Preparations
GRVY,GRAVITY Co. Ltd. American Depository Shares,468564327,South Korea,2005,27055,Consumer Discretionary,Business Services
GRWG,GrowGeneration Corp. Common Stock,140229236,United States,,1028715,Consumer Discretionary,RETAIL: Building Materials
GRX,The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest,159477438,United States,,7557,Finance,Finance/Investors Services
GRYP,Gryphon Digital Mining Inc Common Stock,57424503,United States,2018,198502,,
GS,Goldman Sachs Group Inc. (The) Common Stock,1.30512E+11,United States,1999,6172210,Finance,Investment Bankers/Brokers/Service
GS^A,Goldman Sachs Group Inc. (The) Depositary Shares each representing 1/1000th Interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series A,,United States,,68972,,
GS^C,Goldman Sachs Group Inc. (The) Depositary Share repstg 1/1000th Preferred Series C,,United States,,16188,,
GS^D,Goldman Sachs Group Inc. (The) Dep Shs repstg 1/1000 Pfd Ser D Fltg,,United States,,115615,,
GS^K,Goldman Sachs Group Inc. (The) Dep Shs Repstg 1/1000 Int Sh Fxd/Fltg Non Cum Pfd Stk Ser K,,United States,,54083,,
GSAT,Globalstar Inc. Common Stock,2470000000,United States,2006,4304159,Consumer Discretionary,Telecommunications Equipment
GSBC,Great Southern Bancorp Inc. Common Stock,593305293,United States,1989,21359,Finance,Major Banks
GSBD,Goldman Sachs BDC Inc. Common Stock,1638659702,United States,2015,767430,Finance,Finance: Consumer Services
GSHD,Goosehead Insurance Inc. Class A Common Stock,2159284160,United States,2018,300322,Finance,Specialty Insurers
GSIT,GSI Technology Common Stock,93844624,United States,2007,322113,Technology,Semiconductors
GSIW,Garden Stage Limited Ordinary Shares,117882500,Hong Kong,2023,7025,,
GSK,GSK plc American Depositary Shares (Each representing two Ordinary Shares),83369927120,United Kingdom,2022,3373646,Health Care,Biotechnology: Pharmaceutical Preparations
GSL,Global Ship Lease Inc New Class A Common Shares,752678229,United Kingdom,,786482,Consumer Discretionary,Marine Transportation
GSL^B,Global Ship Lease Inc. Depository Shares Representing 1/100th Perpetual Preferred Series B% (Marshall Island),,United Kingdom,,7236,,
GSM,Ferroglobe PLC Ordinary Shares,961515900,United Kingdom,,807593,Basic Materials,Other Metals and Minerals
GSMGW,Cheer Holding Inc. Warrant expiring 2/13/2025,66462,China,2018,10013,Technology,EDP Services
GSUN,Golden Sun Health Technology Group Limited Class A Ordinary Shares,7744892,China,2022,89266,Real Estate,Other Consumer Services
GT,The Goodyear Tire & Rubber Company Common Stock,3444374089,United States,,4464471,Consumer Discretionary,Automotive Aftermarket
GTAC,Global Technology Acquisition Corp. I Class A Ordinary Shares,0,United States,2021,2,Finance,Blank Checks
GTACW,Global Technology Acquisition Corp. I Warrant,0,United States,2021,26138,Finance,Blank Checks
GTBP,GT Biopharma Inc. Common Stock,5246405,United States,,8000,Health Care,Biotechnology: Pharmaceutical Preparations
GTE,Gran Tierra Energy Inc. Common Stock,260551728,Canada,,266242,Energy,Oil & Gas Production
GTEC,Greenland Technologies Holding Corporation Ordinary Shares,26645279,China,2018,50684,Industrials,Industrial Machinery/Components
GTES,Gates Industrial Corporation plc Ordinary Shares,4571896172,,2018,1439259,Industrials,Industrial Machinery/Components
GTHX,G1 Therapeutics Inc. Common Stock,224979388,United States,2017,670487,Health Care,Biotechnology: Pharmaceutical Preparations
GTI,Graphjet Technology Class A Ordinary Shares,57065448,Malaysia,2022,11976,Energy,Industrial Machinery/Components
GTIM,Good Times Restaurants Inc. Common Stock,28311745,United States,,12496,Consumer Discretionary,Restaurants
GTLB,GitLab Inc. Class A Common Stock,8537438000,United States,2021,1887447,Technology,EDP Services
GTLS,Chart Industries Inc. Common Stock,6345908287,United States,2006,518162,Industrials,Metal Fabrications
GTLS^B,Chart Industries Inc. Depositary Shares each Representing a 1/20th Interest in a Share of 6.75% Series B Mandatory Convertible Preferred Stock,,United States,,3474,,
GTN,Gray Television Inc. Common Stock,550175540,United States,,939991,Industrials,Broadcasting
GTX,Garrett Motion Inc. Common Stock,2222933201,Switzerland,,735202,Consumer Discretionary,Auto Parts:O.E.M.
GTY,Getty Realty Corporation Common Stock,1435844041,United States,,389876,Finance,Real Estate
GUG,Guggenheim Active Allocation Fund Common Shares of Beneficial Interest,0,United States,2021,125108,Finance,Trusts Except Educational Religious and Charitable
GURE,Gulf Resources Inc. (NV) Common Stock,14083097,China,,28026,Industrials,Major Chemicals
GUT,Gabelli Utility Trust (The) Common Stock,399290718,United States,,142202,Finance,Trusts Except Educational Religious and Charitable
GUT^C,Gabelli Utility Trust (The) 5.375% Series C Cumulative Preferred Shares,,United States,,1108,,
GUTS,Fractyl Health Inc. Common Stock,0,United States,2024,104972,,
GV,Visionary Holdings Inc. Common Shares,6280000,Canada,2022,34045,,
GVA,Granite Construction Incorporated Common Stock,2401766698,United States,,253058,Industrials,Military/Government/Technical
GVH,Globavend Holdings Limited Ordinary Shares,18135000,Australia,2023,64932,,
GVP,GSE Systems Inc. Common Stock,8495589,United States,,9824,Technology,Computer Software: Prepackaged Software
GWAV,Greenwave Technology Solutions Inc. Common Stock,1948769,United States,,1418239,Consumer Staples,Packaged Foods
GWH,ESS Tech Inc. Common Stock,115730064,United States,,566055,Miscellaneous,Industrial Machinery/Components
GWRE,Guidewire Software Inc. Common Stock,9106273402,United States,2012,531188,Technology,Computer Software: Prepackaged Software
GWRS,Global Water Resources Inc. Common Stock,290344644,United States,2016,54592,Utilities,Water Supply
GWW,W.W. Grainger Inc. Common Stock,46981208745,United States,,236258,Industrials,Office Equipment/Supplies/Services
GXAI,Gaxos.ai Inc. Common Stock,6255804,United States,2023,46404,Technology,Computer Software: Prepackaged Software
GXO,GXO Logistics Inc. Common Stock ,5986965954,United States,2021,532160,Consumer Discretionary,Transportation Services
GYRE,Gyre Therapeutics Inc. Common Stock,1407775094,United States,2006,48999,Health Care,Biotechnology: Pharmaceutical Preparations
GYRO,Gyrodyne LLC Common Stock,17176595,United States,,9470,Real Estate,Building operators
H,Hyatt Hotels Corporation Class A Common Stock,15640991824,United States,2009,513815,Consumer Discretionary,Hotels/Resorts
HA,Hawaiian Holdings Inc. Common Stock,687712893,United States,,458638,Consumer Discretionary,Air Freight/Delivery Services
HAE,Haemonetics Corporation Common Stock,4310725611,United States,1991,318187,Health Care,Medical/Dental Instruments
HAFC,Hanmi Financial Corporation Common Stock,447347930,United States,,257842,Finance,Major Banks
HAFN,Hafnia Limited Common Shares,0,,2024,256511,,
HAIA,Healthcare AI Acquisition Corp. Class A Ordinary Shares,0,Cayman Islands,2022,378,Finance,Blank Checks
HAIN,Hain Celestial Group Inc. (The) Common Stock,566842621,United States,,2358922,Industrials,Office Equipment/Supplies/Services
HAL,Halliburton Company Common Stock,34802972599,United States,,5376193,Energy,Oilfield Services/Equipment
HALO,Halozyme Therapeutics Inc. Common Stock,4910656256,United States,,843658,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HAO,Haoxi Health Technology Limited Class A Ordinary Shares,140272000,China,2024,26776,,
HAS,Hasbro Inc. Common Stock,7715418373,United States,,1197350,Consumer Discretionary,Recreational Games/Products/Toys
HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc. Common Stock,2789413705,United States,2013,558759,Real Estate,Real Estate Investment Trusts
HAYN,Haynes International Inc. Common Stock,775416295,United States,2007,206786,,
HAYW,Hayward Holdings Inc. Common Stock,2914711010,United States,2021,876659,Technology,Electronic Components
HBAN,Huntington Bancshares Incorporated Common Stock,19205066143,United States,,14881420,Finance,Major Banks
HBANL,Huntington Bancshares Incorporated Depositary Shares Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock,,United States,,31855,Finance,Major Banks
HBANM,Huntington Bancshares Incorporated Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,30980118010,United States,,14894,Finance,Major Banks
HBANP,Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,25389502978,United States,,52835,Finance,Major Banks
HBB,Hamilton Beach Brands Holding Company Class A Common Stock ,318348548,United States,2017,55706,Consumer Discretionary,Home Furnishings
HBCP,Home Bancorp Inc. Common Stock,281721578,United States,2008,5662,Finance,Banks
HBI,Hanesbrands Inc. Common Stock,1646631301,United States,,8150568,Consumer Discretionary,Clothing/Shoe/Accessory Stores
HBIO,Harvard Bioscience Inc. Common Stock,192692852,United States,2000,192772,Industrials,Biotechnology: Laboratory Analytical Instruments
HBM,Hudbay Minerals Inc. Ordinary Shares (Canada),2669123304,Canada,,2338313,Basic Materials,Metal Mining
HBNC,Horizon Bancorp Inc. Common Stock,503308495,United States,,138878,Finance,Major Banks
HBT,HBT Financial Inc. Common Stock,582551422,United States,2019,47641,Finance,Major Banks
HCA,HCA Healthcare Inc. Common Stock,85335215581,United States,2011,731886,Health Care,Hospital/Nursing Management
HCAT,Health Catalyst Inc Common Stock,332052238,United States,2019,1080683,Technology,Computer Software: Programming Data Processing
HCC,Warrior Met Coal Inc. Common Stock,3282669654,United States,2017,590254,Energy,Coal Mining
HCI,HCI Group Inc. Common Stock,1099964738,United States,,126414,Finance,Property-Casualty Insurers
HCKT,Hackett Group Inc (The). Common Stock,618453050,United States,,69678,Consumer Discretionary,Professional Services
HCM,HUTCHMED (China) Limited American Depositary Shares,3077277146,Hong Kong,2016,62835,Health Care,Biotechnology: Pharmaceutical Preparations
HCP,HashiCorp Inc. Class A Common Stock,4675344879,United States,2021,1854624,Technology,EDP Services
HCSG,Healthcare Services Group Inc. Common Stock,849148455,United States,1983,415847,Health Care,Assisted Living Services
HCTI,Healthcare Triangle Inc. Common Stock,6323876,United States,2021,101162,Technology,Retail: Computer Software & Peripheral Equipment
HCVI,Hennessy Capital Investment Corp. VI Class A Common Stock,0,United States,2021,1603,Finance,Blank Checks
HCVIW,Hennessy Capital Investment Corp. VI Warrant,0,United States,2021,104673,Finance,Blank Checks
HCWB,HCW Biologics Inc. Common Stock,61273898,United States,2021,15099,Health Care,Biotechnology: Pharmaceutical Preparations
HCXY,Hercules Capital Inc. 6.25% Notes due 2033,3889807495,United States,2018,2240,Finance,Investment Managers
HD,Home Depot Inc. (The) Common Stock,3.34894E+11,United States,,4208655,Consumer Discretionary,RETAIL: Building Materials
HDB,HDFC Bank Limited Common Stock,1.41983E+11,India,2001,1981990,Finance,Commercial Banks
HDSN,Hudson Technologies Inc. Common Stock,463756326,United States,,327456,Consumer Discretionary,Industrial Specialties
HE,Hawaiian Electric Industries Inc. Common Stock,1174218167,United States,,1369035,Utilities,Electric Utilities: Central
HEAR,Turtle Beach Corporation Common Stock,278518124,United States,,277217,Telecommunications,Telecommunications Equipment
HEES,H&E Equipment Services Inc. Common Stock,2230910407,United States,2006,155291,Industrials,Misc Corporate Leasing Services
HEI,Heico Corporation Common Stock,26805328431,United States,2000,393337,Industrials,Aerospace
HEI/A,Heico Corporation,,United States,,285830,,
HELE,Helen of Troy Limited Common Stock,2315988635,Bermuda,,248373,Consumer Discretionary,Home Furnishings
HEPA,Hepion Pharmaceuticals Inc. Common Stock,9456147,United States,,10027,Health Care,Biotechnology: Pharmaceutical Preparations
HEPS,D-Market Electronic Services & Trading American Depositary Shares,431947734,Turkey,2021,289919,Consumer Discretionary,Catalog/Specialty Distribution
HEQ,John Hancock Hedged Equity & Income Fund Common Shares of Beneficial Interest,0,United States,2011,27528,Finance,Investment Managers
HES,Hess Corporation Common Stock,46570395944,United States,,1716374,Energy,Integrated oil Companies
HESM,Hess Midstream LP Class A Share,2768212645,United States,2017,703140,Energy,Oil & Gas Production
HFBL,Home Federal Bancorp Inc. of Louisiana Common Stock,37442527,United States,2010,449,Finance,Savings Institutions
HFFG,HF Foods Group Inc. Common Stock,164812859,United States,2017,28905,Consumer Discretionary,Food Distributors
HFRO,Highland Opportunities and Income Fund Common Shares of Beneficial Interest,0,United States,2017,280780,Finance,Finance/Investors Services
